name,OverallRating,age,hits,PotentialGrowth,Potential-Overall
Jorge Félix,69,28,8,69,0
Aleksandar Radovanovic,69,26,1,73,4
Catena,69,25,0,75,6
Mujaid,69,20,3,83,14
Borna Sosa,69,22,3,78,9
Noam Baumann,69,24,0,77,8
José Ortíz,69,21,4,80,11
Felipe Jaramillo,69,24,0,78,9
Gaëtan Robail,69,26,1,70,1
Guillermo Soto,69,26,0,72,3
Francisco Ortega,69,21,5,82,13
Lewis Ferguson,69,20,5,84,15
Nikolas Špalek,69,23,2,76,7
Josh Sargent,69,20,9,83,14
Nanu,69,26,2,73,4
Francis Amuzu,69,20,9,79,10
Abdou Harroui,69,22,0,78,9
Aldo Cruz,69,22,2,79,10
Pape Gueye,69,21,12,83,14
Jonas Wind,69,21,3,78,9
Romario Ibarra,69,25,1,72,3
Timothy Weah,69,20,42,84,15
Jesus Ferreira,69,19,16,82,13
Roberto Ordoñez,69,35,0,69,0
Olimpiu Moru?an,69,21,3,82,13
Reeve Frosler,69,22,1,76,7
Yannis Clementia,69,23,2,74,5
Tomás Chancalay,69,21,3,79,10
Felipe Carballo,69,23,2,78,9
Michael Estrada,69,24,2,76,7
Jérémy Grimm,69,33,0,69,0
Dejan Ljubicic,69,22,2,77,8
Emmanuel Apeh,69,23,5,78,9
Mert Hakan Yandas,69,25,1,74,5
Amine Gouiri,69,20,21,84,15
Emanuel Vignato,69,19,6,81,12
Sofian Kiyine,69,22,3,80,11
Luca Fiordilino,69,24,1,78,9
Bastien Toma,69,21,1,83,14
Eduardo Tercero,69,24,2,75,6
Caleb Ekuban,69,26,4,72,3
Ramiro González,69,29,1,69,0
Gerzino Nyamsi,69,23,2,77,8
Nicolas Cozza,69,21,14,82,13
Cristian Ganea,69,28,0,70,1
Sadik Çiftpinar,69,27,1,71,2
Lucas Possignolo,69,26,3,72,3
Paxton Pomykal,69,20,5,83,14
Uriel Antuna,69,22,4,77,8
Hiroki Abe,69,21,22,82,13
Lucas,69,28,0,72,3
Lalas Abubakar,69,25,3,74,5
Lazaros Lamprou,69,22,0,76,7
Nick Lima,69,25,0,72,3
Orji Okwonkwo,69,22,3,77,8
Luis González,69,29,7,69,0
Japhet Tanganga,69,21,15,84,15
Enrico Brignola,69,21,5,83,14
Anderson Santamaría,69,28,3,71,2
Ever Sineiro,69,20,1,69,0
Paulo Daineiro,69,24,0,69,0
Sebastian Szymanski,69,21,17,85,16
Francesco Cassata,69,23,0,80,11
Marco Varnier,69,22,9,81,12
Nicolás Milesi,69,27,0,71,2
Isaac Sackey,69,26,1,74,5
Domingos Quina,69,20,12,84,15
Riccardo Piscitelli,69,26,0,74,5
Luca Mora,69,32,1,69,0
Andrés Iniestra,69,24,1,76,7
Daniel Arzani,69,21,10,83,14
Jacob Rasmussen,69,23,2,80,11
Martínez,69,27,2,72,3
Caro,69,26,2,74,5
Aleksandar Jovanovic,69,27,0,73,4
Jaílson,69,24,2,77,8
Cebio Soukou,69,27,0,69,0
Calogero Rizzuto,69,28,2,69,0
Ché Nunnely,69,21,1,77,8
Sandeiro Leal,69,20,0,69,0
Eray Cömert,69,22,1,82,13
Blas Riveros,69,22,4,80,11
Borja Galán,69,27,1,69,0
Sifiso Hlanti,69,30,4,69,0
Claud Adjapong,69,22,6,79,10
Keita Endo,69,22,3,75,6
Sarpreet Singh,69,21,6,80,11
Farouk Miya,69,22,1,75,6
David Lemos,69,25,1,75,6
Christopher Martins,69,23,1,80,11
Dániel Sallói,69,24,3,76,7
Lee Seung Woo,69,22,2,75,6
Jannes Horn,69,23,4,77,8
Quentin Boisgard,69,23,1,77,8
Rafa Mir,69,23,3,76,7
Filippo Bandinelli,69,25,2,74,5
Hildeberto Pereira,69,24,3,74,5
Moussa Koné,69,23,5,76,7
Trevoh Chalobah,69,21,8,82,13
Weilson Leal,69,32,0,69,0
Emidio Hoffman,69,24,1,69,0
Kastriot Dermaku,69,28,0,71,2
Costinha,69,27,2,70,1
Zinédine Machach,69,24,4,75,6
Ayman Ashraf,69,29,2,70,1
Arquímedes Figuera,69,30,15,69,0
Ronan Curtis,69,24,3,75,6
Calvin Verdonk,69,23,0,74,5
Favio Álvarez,69,27,3,70,1
Diego Viera,69,29,0,70,1
Nicolai Rapp,69,23,2,79,10
Cedric Teuchert,69,23,4,78,9
Branco Ampuero,69,27,1,74,5
Gianluca Gaudino,69,23,3,78,9
Néstor Breitenbruch,69,24,1,74,5
Kylian Hazard,69,24,5,73,4
Marko Petkovic,69,27,1,70,1
Wilfrid Kaptoum,69,24,4,76,7
Dimitri Oberlin,69,22,8,76,7
Fernando Pellegrino,69,34,0,69,0
Thomas Touré,69,26,3,70,1
Auro,69,24,0,73,4
Rolando Aarons,69,24,3,73,4
Yerko Leiva,69,22,1,79,10
Jo Sung Jin,69,29,1,70,1
Roman Bezjak,69,31,9,69,0
Nehuén Paz,69,28,1,71,2
Ramiro Carrera,69,26,1,69,0
Sylvain Gbohouo,69,31,7,69,0
Amr El Solia,69,31,2,69,0
Andrew Hjulsager,69,25,0,71,2
Tariqe Fosu,69,24,2,74,5
Gerardo Alcoba,69,35,3,69,0
Nelson Ibáñez,69,38,0,69,0
Diego Sánchez,69,33,1,69,0
Jerson Malagón,69,27,0,74,5
Leandro Castellanos,69,36,0,69,0
José Cuadrado,69,35,2,69,0
Ronwen Williams,69,28,4,71,2
Park Ji Soo,69,26,3,76,7
Carlos Cisneros,69,26,2,70,1
Roberto Insigne,69,26,3,73,4
Riccardo Fiamozzi,69,27,2,71,2
Abdullah Al Mayoof,69,33,3,69,0
Daniel Bachmann,69,26,0,75,6
Mouez Hassen,69,25,2,72,3
Ricardo Ribeiro,69,30,1,70,1
Zakaria Bakkali,69,24,8,73,4
Sergi Samper,69,25,5,74,5
Modou Barrow,69,27,2,69,0
Dave Bulthuis,69,30,2,69,0
Nouha Dicko,69,28,5,69,0
Luka Krajnc,69,25,0,70,1
Jamal Blackman,69,26,6,72,3
Bernardo,69,27,1,73,4
Zander Clark,69,28,0,73,4
Ryo Miyaichi,69,27,8,69,0
Atinç Nukan,69,27,6,73,4
Mustafa Yumlu,69,32,2,69,0
Lacina Traoré,69,29,8,69,0
Idrissa Sylla,69,29,2,69,0
Lalaïna Nomenjanahary,69,34,2,69,0
Philipp Klingmann,69,32,3,69,0
Marco D'Alessandro,69,29,3,69,0
Kwon Soon Hyung,69,34,1,69,0
Igor Lewczuk,69,35,1,69,0
Mustafa Pektemek,69,31,5,69,0
Declan Rudd,69,29,0,71,2
Efe Ambrose,69,31,4,69,0
Andy King,69,31,3,69,0
Sergio Aquino,69,40,1,69,0
Kermit Erasmus,69,30,3,69,0
Wayne Sandilands,69,36,1,69,0
Eiji Kawashima,69,37,0,69,0
Cristian Riveros,69,37,2,69,0
Joe Ledley,69,33,2,69,0
Chris Wondolowski,69,37,1,69,0
Lucas Licht,69,39,0,69,0
Cristian Molinaro,69,36,3,69,0
Davide Moscardelli,69,40,8,69,0
Lee Dong Gook,69,41,3,69,0
Alexis,69,34,3,69,0
Hugo Campagnaro,69,40,3,69,0
Santiago Rodríguez,68,20,4,85,17
Walid Azaro,68,25,0,73,5
Ismaila Soro,68,22,0,76,8
José Trinidad Villeda,68,22,1,76,8
Naoki Nomura,68,29,0,68,0
Johan Padilla,68,27,0,71,3
Nilton Varela,68,19,0,80,12
Janus Vivar,68,21,0,77,9
Alexis Blanco,68,32,0,68,0
Kevin Minda,68,21,0,68,0
David Noboa,68,25,0,70,2
Aldair Fuentes,68,22,2,81,13
Marcos Lliuya,68,28,0,68,0
Carlos Neumann,68,34,0,68,0
Angel Quiñónez,68,23,0,72,4
Aldair Salazar,68,25,0,72,4
Alejandro Cabeza,68,23,0,74,6
Jonathan Toledo,68,24,0,71,3
Sebastián Cáceres,68,20,4,77,9
Rodrigo Rivero,68,24,0,74,6
Ayrton Cougo,68,24,0,72,4
Jeremie Frimpong,68,19,18,85,17
Cédric Gogoua,68,26,2,71,3
Yann Gboho,68,19,3,76,8
Serhii Miakushko,68,27,0,68,0
Ernesto,68,26,0,71,3
Koji Suzuki,68,31,0,68,0
Igor Zlatanovic,68,22,0,77,9
Richard Rodrigues,68,20,2,80,12
Nikola Šipcic,68,25,1,75,7
Marcos André,68,23,2,76,8
Agustín Rogel,68,22,1,73,5
Tommaso Pobega,68,21,0,78,10
Enzo Coacci,68,21,2,79,11
Rodrigo Mandive,68,35,0,68,0
David Carmo,68,21,3,80,12
Javi Fernández,68,22,2,75,7
Lazarous Kambole,68,26,2,70,2
Eric Ramires,68,19,4,83,15
Maximiliano Gagliardo,68,37,0,68,0
Larrazabal,68,22,1,80,12
Kirian,68,24,0,75,7
Pedro Ortiz,68,30,0,69,1
Braian Ojeda,68,20,1,80,12
Carlos Rolón,68,28,0,69,1
Hernán Rodríguez,68,24,0,76,8
Berat Ayberk Özdemir,68,22,4,75,7
Loïc Mbe Soh,68,19,4,78,10
David Lazar,68,28,0,70,2
Moha,68,21,4,83,15
Cristi Barbu?,68,25,0,71,3
Santiago Arzamendia,68,22,3,78,10
Gabriel Va?vari,68,33,0,68,0
Florin ?tefan,68,24,0,73,5
Darius Olaru,68,22,0,79,11
William Togui,68,23,1,74,6
Rubén Cordano,68,21,0,76,8
Nail Umyarov,68,20,3,84,16
Ahmed Barman,68,26,0,73,5
Filip Panák,68,24,1,77,9
Edgar,68,23,1,79,11
Andy Pelmard,68,20,0,77,9
Nicolás Hernández,68,22,0,81,13
Nicolás Capaldo,68,21,3,79,11
Odilon Kossounou,68,19,2,82,14
Deian Sorescu,68,22,1,78,10
Dušan Vlahovic,68,20,21,82,14
Enzo Le Fée,68,20,6,83,15
Daizen Maeda,68,22,3,74,6
Kalidou Sidibé,68,21,1,76,8
Iván Martos,68,23,0,75,7
Thibault Vlietinck,68,22,1,75,7
Umut Meras,68,24,1,73,5
Marcelo Herrera,68,21,4,80,12
Steven Franco,68,21,0,74,6
Denis Dragu?,68,21,1,79,11
Ahmed Kutucu,68,20,6,85,17
Álvaro Barreal,68,19,4,81,13
Hicham Boussefiane,68,22,0,78,10
Gianluca Ferrari,68,23,1,78,10
Maximiliano Comba,68,26,0,69,1
Giorgi Tsitaishvili,68,19,9,85,17
Leo Osaki,68,29,1,68,0
Alhassan Yusuf,68,20,2,83,15
Jacopo Segre,68,23,1,76,8
Sebastián Ferreira,68,22,0,75,7
Marko Alvir,68,26,1,71,3
Keisuke Osako,68,21,1,77,9
Éric Vandenabeele,68,28,1,70,2
Gonzalo Verdú,68,31,1,68,0
Matthew Longstaff,68,20,10,84,16
Allan Sousa,68,23,1,73,5
Wonlo Coulibaly,68,28,3,68,0
Óscar Valentín,68,25,0,74,6
Paris Adot,68,30,0,68,0
Mert Müldür,68,21,8,79,11
Sebastian Walukiewicz,68,20,6,82,14
Lucas Perrin,68,21,3,77,9
Lucas Necul,68,20,0,80,12
Rabbi Matondo,68,19,20,86,18
Daiki Watari,68,27,0,70,2
Felix Agu,68,20,8,82,14
Josep Martínez,68,22,5,78,10
Hugo Duro,68,20,4,81,13
Sebastián Guzmán,68,23,0,78,10
Leonardo Balerdi,68,21,26,83,15
Nathan Ferguson,68,19,7,83,15
Václav Drchal,68,21,1,78,10
Valerian Gvilia,68,26,1,73,5
Jordan Beyer,68,20,8,84,16
Illan Meslier,68,20,15,82,14
Déiber Caicedo,68,20,13,86,18
Cristian Cásseres Jr,68,20,3,81,13
Noah Okafor,68,20,2,82,14
Pejiño,68,24,2,76,8
Augustine Mulenga,68,30,1,68,0
Jeronimo Cacciabue,68,22,3,80,12
Edo Kayembe,68,22,1,77,9
Christian Kouan Oulai,68,20,1,79,11
Agustín Almendra,68,20,13,80,12
Aitor Ruibal,68,24,2,75,7
Sergio Gómez,68,19,15,85,17
Ulises Segura,68,27,1,69,1
Yoel Bárcenas,68,26,3,69,1
Justin Shonga,68,23,5,74,6
Tatsuya Ito,68,23,3,75,7
Mateo Carabajal,68,23,0,77,9
Bilel Aouacheria,68,26,1,69,1
Fabio González,68,23,0,76,8
Miranda,68,20,7,82,14
Mattéo Tramoni,68,20,0,76,8
Angel Gomes,68,19,66,85,17
Ryan Porteous,68,21,0,82,14
Alberto Contrera,68,28,1,68,0
Mikhail Lysov,68,22,2,72,4
Raphael Dwamena,68,24,1,75,7
Alan Czerwinski,68,27,0,69,1
Edon Zhegrova,68,21,0,81,13
Jesús Angulo,68,22,5,79,11
Bruno Felipe,68,26,0,70,2
Romano Schmid,68,20,3,80,12
Florent Muslija,68,22,1,79,11
Bryan Henning,68,25,1,74,6
Nemanja Mitrovic,68,27,5,69,1
Jure Balkovec,68,25,1,73,5
Leo Østigård,68,20,5,81,13
Na Sang Ho,68,23,2,74,6
Mats Knoester,68,21,4,82,14
Edgar Zaldívar,68,23,4,79,11
Shota Kaneko,68,25,1,71,3
Vasilije Janjicic,68,21,0,75,7
Louis Verstraete,68,21,2,78,10
Germán Berterame,68,21,2,81,13
Cristhian Paredes,68,22,3,76,8
Daleho Irandust,68,22,3,77,9
Dimitrios Nikolaou,68,21,2,76,8
Aníbal Chalá,68,24,11,75,7
Walterson,68,25,0,69,1
Adrián Diéguez,68,24,1,76,8
Mustapha Bundu,68,23,4,76,8
Enzio Julião,68,24,0,68,0
Freddy Cardouso,68,20,0,68,0
Pelle Clement,68,24,1,74,6
Michele Di Gregorio,68,23,2,79,11
Auston Trusty,68,21,5,78,10
Ethan Ampadu,68,19,69,86,18
Misael Domínguez,68,20,1,76,8
Radoslaw Majecki,68,20,3,79,11
Sebastián Jurado,68,22,12,76,8
Ratón,68,27,1,72,4
Kik Pierie,68,20,12,79,11
Guessouma Fofana,68,27,1,71,3
Tomás Nuninho,68,24,1,68,0
Charles Pickel,68,23,2,80,12
Bautista Merlini,68,25,1,72,4
Arijanet Muric,68,21,6,79,11
Takuya Iwanami,68,26,1,72,4
Mariano Bareiro,68,25,2,74,6
Yosuke Ideguchi,68,23,3,74,6
Ryosuke Yamanaka,68,27,1,68,0
Ryuji Izumi,68,26,0,68,0
Josete,68,32,1,68,0
Ivan Šaponjic,68,22,7,77,9
Nicolás Ramírez,68,23,0,79,11
Tyler Miller,68,27,0,72,4
Lloyd Kelly,68,21,14,82,14
Jonathan Leko,68,21,12,77,9
Kyle Edwards,68,22,3,75,7
Emmanuel Iyoha,68,22,2,78,10
Guruzeta,68,23,2,77,9
Jean Armel Drolè,68,22,2,79,11
Sérgio Espinho,68,24,0,70,2
Lukas Nmecha,68,21,10,81,13
Cris Martínez,68,27,2,68,0
Fernando De Paul,68,29,1,70,2
Pantelis Hatzidiakos,68,23,0,73,5
Aitor Buñuel,68,22,3,79,11
Gustavo Dulanto,68,24,3,73,5
Georgiy Tigiev,68,25,2,75,7
Rafik Zekhnini,68,22,6,75,7
Fabian Kalig,68,27,2,70,2
Jair Céspedes,68,36,0,68,0
Dzenis Burnic,68,22,6,77,9
Felix Passlack,68,22,18,78,10
Luciano Ospina,68,29,0,69,1
Leonardo Lopes,68,21,3,76,8
Chris Willock,68,22,6,80,12
Oliver Burke,68,23,2,73,5
José Devecchi,68,25,0,75,7
Bentley Baxter Bahn,68,27,2,69,1
Emil Berggreen,68,27,1,70,2
Mugdat Çelik,68,30,2,68,0
Federico Bonazzoli,68,23,5,76,8
Tarkan Serbest,68,26,0,72,4
Roberto Ramírez,68,24,0,77,9
Josh Onomah,68,23,6,77,9
Donis Avdijaj,68,23,4,73,5
Alexander Jeremejeff,68,26,5,70,2
Francisco Arancibia,68,23,1,77,9
Alex Castro,68,26,2,69,1
Mattia Aramu,68,25,1,70,2
Gabriel Castellón,68,26,3,70,2
Osvaldo Cabral,68,35,2,68,0
Déinner Quiñónes,68,24,3,74,6
Junya Tanaka,68,33,1,68,0
Wu Xi,68,31,3,68,0
Todor Nedelev,68,27,8,68,0
Francisco Varela,68,25,3,73,5
Claudio Sepúlveda,68,28,1,69,1
Diego Novoa,68,31,0,69,1
José Chunga,68,29,0,71,3
Juan Zuluaga,68,27,2,71,3
Jorge Arias,68,27,3,69,1
Daniel Giraldo,68,28,0,71,3
Juan Cornejo,68,29,2,68,0
Matías Cabrera,68,34,1,68,0
Joel Pereira,68,24,3,75,7
Gonzalo Bueno,68,26,1,68,0
Richairo Zivkovic,68,23,6,73,5
Michael Heylen,68,26,2,72,4
Marko Bakic,68,26,1,70,2
Georgiy Zhukov,68,25,2,72,4
Marco Migliorini,68,28,2,70,2
Niklas Lomb,68,27,0,73,5
Lars Veldwijk,68,28,2,68,0
Dejan Stojanovic,68,27,2,73,5
Fernando,68,30,0,70,2
Ferhan Hasani,68,30,3,68,0
Nick Marsman,68,29,1,69,1
Max Power,68,27,1,73,5
Zakaria Diallo,68,33,2,68,0
Raúl Lizoain,68,29,0,70,2
Carlos Ruiz,68,37,1,68,0
Marvin Bejarano,68,32,4,68,0
Jukka Raitala,68,31,2,68,0
Bernard Parker,68,34,2,68,0
Reza Ghoochannejhad,68,32,2,68,0
Emmanuel Rivière,68,30,5,68,0
Paulo Garcés,68,35,1,68,0
Jack Rodwell,68,29,6,68,0
Dejan Damjanovic,68,39,0,68,0
Arjan Swinkels,68,35,4,68,0
Ignacio González,68,36,1,68,0
Ilsinho,68,34,3,68,0
Oscar Ustari,68,34,4,68,0
Zheng Zhi,68,39,2,68,0
Wes Hoolahan,68,38,1,68,0
Ali Al Habsi,68,38,0,68,0
Marcin Wasilewski,68,40,3,68,0
Paulo Da Silva,68,40,0,68,0
Alessandro Rosina,68,36,2,68,0
Daniele Gastaldello,68,37,2,68,0
Jean-François Gillet,68,41,0,68,0
Jorge Zules Caicedo,67,29,0,68,1
Jakob Manasiev Sederstrom,67,29,0,69,2
Sofiane Bendebka,67,27,0,68,1
Valentin Lazar,67,30,0,67,0
Jhonathan Candia,67,25,0,70,3
Vítor Ferreira,67,20,2,84,17
Eden Shamir,67,25,2,72,5
Benito,67,21,1,75,8
Hidetoshi Miyuki,67,27,0,69,2
Adrián Leites,67,28,0,67,0
Gastón Olveira,67,27,0,71,4
Zidane Banjaqui,67,21,1,77,10
Luis Congo,67,31,0,67,0
Pablo Cifuentes,67,32,1,67,0
Matías Pardo,67,25,0,73,6
Bryan Carabali,67,22,0,72,5
Adolfo Muñoz,67,22,0,75,8
Yvo Calleros,67,22,1,74,7
Anthony Osorio,67,22,0,78,11
Enmanuel Páucar,67,23,0,72,5
Pablo Lavandeira,67,29,0,67,0
Antoñín,67,20,3,78,11
Juan Ramírez,67,23,0,75,8
John Fajardo,67,31,1,67,0
Carlos Melgar,67,26,0,70,3
Arnaud Kalimuendo,67,18,8,78,11
Federico Viñas,67,22,8,79,12
Hernán Galíndez,67,33,0,67,0
Jhon Sánchez,67,20,0,75,8
Luis Segovia,67,22,0,74,7
Gabriel Neves,67,22,1,77,10
Matías de los Santos,67,21,0,79,12
Rodney Redes,67,20,1,83,16
Adil Aouchiche,67,18,7,78,11
Brian Rodríguez,67,20,5,78,11
Miguel Jacquet,67,25,0,72,5
Ibrahima Ndiaye,67,22,2,76,9
Marco Rosafio,67,26,0,68,1
Salvatore Esposito,67,19,2,80,13
Jakub Markovic,67,19,5,82,15
Martin Graiciar,67,21,0,75,8
Tiago Esgaio,67,24,1,73,6
Luiz Henrique,67,23,0,73,6
Karim Adeyemi,67,18,20,85,18
Ufuk Akyol,67,22,1,75,8
Paulinho,67,23,1,75,8
Saad Agouzoul,67,22,0,79,12
Jorge Breitez,67,34,2,67,0
Maracás,67,26,0,71,4
Erickson Gallardo,67,24,0,72,5
Leandro Vilela,67,25,0,71,4
Josko Gvardiol,67,18,19,85,18
Moustapha Zeghba,67,29,1,68,1
Sori Mané,67,24,1,76,9
Alex Suárez,67,27,0,70,3
Manuel Balda,67,28,1,67,0
Abdelali M'hamdi,67,28,0,69,2
Rubén Zamponi,67,34,0,67,0
Jesús Pretell,67,21,0,82,15
Edwin Banguera,67,23,1,72,5
Kouadio Manu Koné,67,19,1,81,14
Wesley Fofana,67,19,7,81,14
Cristian Cedrés,67,24,0,73,6
Zakaria Aboukhlal,67,20,3,81,14
Sebastián Galani,67,22,1,78,11
Alexandru Ma?an,67,20,5,82,15
Radu Boboc,67,21,0,76,9
Andrew Russell,67,32,0,67,0
Ion Gheorghe,67,20,1,82,15
Sebastiano Esposito,67,18,45,87,20
Ramiro Vaca,67,21,2,80,13
Moctar El Hacen,67,22,2,79,12
Allan Cruz,67,24,0,74,7
Apa,67,20,4,81,14
Francisco Delorenzi,67,22,0,80,13
Álex Sola,67,21,0,74,7
Ibrahima Camará,67,21,0,77,10
Lawrence Ofori,67,22,0,73,6
Khéphren Thuram,67,19,4,78,11
Raoul Bellanova,67,20,3,82,15
Vukan Savicevic,67,26,0,72,5
Tuta,67,21,3,78,11
Alexander Bernabei,67,19,7,83,16
Ismail Ahmed,67,37,0,67,0
Jaume Grau,67,23,0,78,11
Tsuyoshi Watanabe,67,23,2,74,7
Mohamed Camara,67,20,0,78,11
Giulian Biancone,67,20,2,81,14
Noah Katterbach,67,19,12,84,17
Han-Noah Massengo,67,19,5,84,17
Luca Orellano,67,20,3,79,12
Valery,67,20,1,79,12
Andrés Martín,67,21,2,81,14
Luis Del Pino Mago,67,25,2,70,3
Robert,67,19,3,81,14
Issah Abass,67,21,2,78,11
Willer Ditta,67,23,0,77,10
Álex Blanco,67,21,2,79,12
Kingsley Michael,67,20,1,81,14
Ignacio Saavedra,67,21,3,75,8
Gonçalo Cardoso,67,19,1,79,12
Juan Hernández,67,25,3,70,3
Matteo Di Gennaro,67,26,0,73,6
Manfred Fischer,67,24,0,71,4
Montero,67,21,8,81,14
Sofiane Diop,67,20,10,82,15
Lennart Czyborra,67,21,3,77,10
Jules Keita,67,22,2,78,11
Dennis Jastrzembski,67,20,3,80,13
Kemal Ademi,67,24,1,74,7
Oleksandr Andrievskyi,67,26,1,73,6
Antonio Marin,67,19,18,84,17
Jimmy,67,23,0,76,9
Valentin Costache,67,21,1,78,11
Maxence Lacroix,67,20,5,80,13
Fabien Ourega,67,27,0,67,0
Neyder Lozano,67,26,1,71,4
Scott Pittman,67,28,1,68,1
Oussama Darfalou,67,26,1,70,3
Kjell Scherpen,67,20,0,81,14
César Munder,67,20,2,78,11
Andrea Danzi,67,21,3,79,12
Jurgen Ekkelenkamp,67,20,6,78,11
Joseph Mora,67,27,1,68,1
Jack Clarke,67,19,5,81,14
Darío Cáceres,67,22,0,77,10
Johan Carbonero,67,21,9,85,18
João Moutinho,67,22,2,77,10
Cheick Doucouré,67,20,6,81,14
Thomas Buitink,67,20,0,80,13
Sebastián Gómez,67,24,1,77,10
Camilo Cándido,67,25,0,74,7
Xola Mlambo,67,29,1,67,0
Sebastián Córdova,67,23,8,77,10
Mateo Retegui,67,21,0,80,13
Yoël Armougom,67,22,3,76,9
Eddie Salcedo,67,18,11,83,16
Jefferson Intriago,67,24,1,75,8
Oliver Skipp,67,19,13,84,17
Nathaniel Phillips,67,23,1,76,9
Tyrese Campbell,67,20,9,80,13
Gaëtan Poussin,67,21,1,79,12
Miguel,67,20,2,82,15
Sikou Niakaté,67,21,6,77,10
André Sousa,67,22,0,76,9
Issouf Paro,67,25,1,71,4
Luca Zidane,67,22,9,76,9
Emile Smith Rowe,67,20,24,84,17
Marco Carraro,67,22,2,75,8
Matheus,67,28,0,68,1
Murilo,67,23,1,78,11
Souleymane Karamoko,67,28,2,68,1
Carlo Holse,67,21,1,76,9
Jann-Fiete Arp,67,20,46,83,16
Georgios Giakoumakis,67,25,1,70,3
Mirko Antonucci,67,21,4,77,10
Nico Mantl,67,20,2,77,10
Merveille Biankadi,67,25,2,73,6
Hélder Ferreira,67,23,2,72,5
Teenage Hadebe,67,24,0,75,8
Siriki Dembele,67,23,3,75,8
Oriol Busquets,67,21,7,82,15
Jur Schryvers,67,23,1,74,7
Halil Akbunar,67,26,2,68,1
Junio,67,23,0,70,3
Pietro Pellegri,67,19,27,75,8
Marc Heider,67,34,1,67,0
Rhian Brewster,67,20,25,83,16
Tom Edwards,67,21,5,79,12
Johnatan Opoku,67,30,1,67,0
Alexandru Pa?canu,67,21,4,82,15
Dennis Johnsen,67,22,2,74,7
Abdelhamid Sabiri,67,23,6,75,8
Aaron Connolly,67,20,10,79,12
Luca Itter,67,21,7,79,12
José Guillermo Ortiz,67,28,2,67,0
Spencer Richey,67,28,0,70,3
Luis Muñoz,67,23,2,75,8
Jacob Brown,67,22,1,76,9
Jefferson Orejuela,67,27,1,70,3
Ben Woodburn,67,20,12,82,15
Phil Neumann,67,23,0,74,7
Venanzio Meirás,67,20,0,67,0
Claudio Silbeiro,67,24,0,67,0
Alex Doneiro,67,20,2,67,0
Cristian González,67,24,2,75,8
Valerio Mantovani,67,24,0,76,9
Joel Asoro,67,21,5,77,10
Ragnar Ache,67,22,5,76,9
José Aja,67,27,2,70,3
Luka Bogdan,67,24,4,75,8
Giovanni Crociata,67,22,5,77,10
Nils Seufert,67,23,1,73,6
Nicandro Breeveld,67,33,1,67,0
Niklas Hauptmann,67,24,3,74,7
Anderson Lucoqui,67,23,1,77,10
Ben Brereton,67,21,5,78,11
Connor McLennan,67,20,2,80,13
Kristiyan Malinov,67,26,1,72,5
Riki Harakawa,67,26,0,69,2
Daigo Nishi,67,32,3,67,0
Naoki Maeda,67,25,0,69,2
Tomoya Ugajin,67,32,2,67,0
Kosuke Ota,67,33,2,67,0
Jhon Velásquez,67,25,1,72,5
Miquel Parera,67,24,2,74,7
Jack Simpson,67,23,2,76,9
Mile Svilar,67,20,8,78,11
Wilsson Rosito,67,24,1,67,0
Denaldo Carneiro,67,20,1,69,2
Germán da Silvieira,67,20,0,69,2
Mateus Tangil,67,36,1,67,0
Álex López,67,26,2,70,3
Omar Duarte,67,25,1,74,7
Rene Swete,67,30,0,68,1
David Rocha,67,35,0,67,0
Kenny Prince Redondo,67,25,0,68,1
Diego Alende,67,22,2,80,13
Kamil Grabara,67,21,1,81,14
Danilo Arboleda,67,25,1,76,9
Dario Melnjak,67,27,2,68,1
Reece Oxford,67,21,9,79,12
Marcos Curado,67,25,1,73,6
Alessandro Capello,67,24,1,72,5
Sheyi Ojo,67,23,9,78,11
Marlon Torres,67,24,3,76,9
Stephen Kingsley,67,26,1,69,2
Andy Polo,67,25,4,70,3
Mikey Devlin,67,26,2,71,4
Luke Berry,67,28,5,67,0
Jake Hesketh,67,24,4,72,5
Jordan Smith,67,25,1,69,2
Thato Mokeke,67,30,9,67,0
Liam Kelly,67,24,1,71,4
Aarón,67,24,2,73,6
Rubén Yáñez,67,26,2,72,5
Luca Lezzerini,67,25,3,73,6
Christian Bravo,67,26,0,67,0
Václav Cerny,67,22,2,73,6
George Honeyman,67,25,3,71,4
Duncan Watmore,67,26,3,68,1
Xandro Schenk,67,27,1,69,2
Mauricio Zenteno,67,36,0,67,0
Harrison Manzala,67,26,1,68,1
Esteban Carvajal,67,31,2,67,0
Ray Vanegas,67,27,1,67,0
Kekuta Manneh,67,25,5,69,2
Kristoffer Haugen,67,26,2,69,2
David Henen,67,24,2,72,5
Tom Pettersson,67,30,2,67,0
Aleksandar Tonev,67,30,4,67,0
Alexander Ludwig,67,27,0,72,5
Leandro,67,27,3,68,1
David Mitov Nilsson,67,29,1,69,2
Yu Hai,67,33,3,67,0
Noë Dussenne,67,28,1,69,2
Gavin Massey,67,27,2,67,0
Yasser Al Mosailem,67,36,2,67,0
Macnelly Torres,67,35,1,67,0
Amer Shafi,67,38,0,67,0
Ash Taylor,67,29,3,67,0
Even Barli,67,29,0,70,3
Carlos Fierro,67,26,5,69,2
Mathis Bolly,67,29,8,67,0
Gonzalo Marinelli,67,31,0,68,1
Kazenga LuaLua,67,29,2,67,0
Steve De Ridder,67,33,4,67,0
Chris Maguire,67,31,3,67,0
Grant Leadbitter,67,34,3,67,0
